eventID,scientificName,scientificNameID,scientificAuthorityName,individualCount,lifeStage,sex,taxonRank,taxonomicStatus,identificationQualifier,kingdom,phylum,class,order,family,genus,occurrenceID,vernacularName,Preparations,occurrenceRemarks,occurrenceStatus
IYS:GoA2019_Stn1:bongo:Net1,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",3,C2,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-11,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Calocalanus styliremis,urn:lsid:marinespecies.org:taxname:104673,"Giesbrecht, 1888",1,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Calocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-12,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Candacia,urn:lsid:marinespecies.org:taxname:104157,"Dana, 1846",1,C1,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-13,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,5,juvenile,NA,Phylum,accepted,sp. inc,Animalia,Chaetognatha,NA,NA,NA,NA,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-14,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Clausocalanus parapergens,urn:lsid:marinespecies.org:taxname:104507,"Frost & Fleminger, 1968",2,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-15,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",12,C5,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-16,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",2,C4,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-17,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,"(Sars, 1866)",2,NA,NA,Species,accepted,NA,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-18,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",1,C4,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-19,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1852",1,calyptopsis,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-20,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1852",7,egg,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-21,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Halocyprididae,urn:lsid:marinespecies.org:taxname:127482,"Dana, 1853",2,<0.5mm,NA,Family,accepted,sp. inc,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-22,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Heterostylites,urn:lsid:marinespecies.org:taxname:104179,"Sars G.O., 1920",1,C2,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Heterorhabdidae,Heterostylites,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-23,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",21,NA,NA,Species,accepted,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-24,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",9,C4,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-25,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",3,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-26,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",1,C6,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-27,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",14,C2,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-28,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",8,C3,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-29,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",1,C1,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-30,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",21,NA,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-31,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",6,NA,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-32,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",2,NA,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-33,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",21,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-34,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,"Claus, 1866",70,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-35,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Oithona,urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",70,C5,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-36,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,"Wolfenden, 1905",4,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-37,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:104685,"(Claus, 1863)",36,C6,F,Species,alternate representation,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-38,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,"Boeck, 1865",26,C5,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-39,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,"Boeck, 1865",4,C4,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-40,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Paraeuchaeta,urn:lsid:marinespecies.org:taxname:196874,"Scott A., 1909",2,C1,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-41,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",3,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-42,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",1,C6,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-43,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",9,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-44,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",3,C6,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-45,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",7,C5,F,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-46,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",13,C5,M,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-47,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",6,C4,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-48,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",2,C3,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-49,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",1,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-50,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",1,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-51,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Racovitzanus,urn:lsid:marinespecies.org:taxname:104227,"Giesbrecht, 1902",2,C3,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Racovitzanus,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-52,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",4,C5,NA,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-53,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",2,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-54,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Spionidae,urn:lsid:marinespecies.org:taxname:913,"Grube, 1850",1,larva,NA,Family,accepted,sp. inc,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-55,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",1,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-56,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,"(Verrill, 1873)",15,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-57,NA,NA,NA,NA
IYS:GoA2019_Stn1:bongo:Net1,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,"(Alvariño, 1962)",8,NA,NA,Species,unaccepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,IYS:GoA2019_Stn1:bongo:Net1:zoop_occ-58,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",2,NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-59,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,83,NA,NA,Phylum,accepted,sp. inc,Animalia,Chaetognatha,NA,NA,NA,NA,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-60,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Clione limacina,urn:lsid:marinespecies.org:taxname:139178,"(Phipps, 1774)",4,NA,NA,Species,accepted,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-61,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Doliolidae,urn:lsid:marinespecies.org:taxname:137215,"Bronn, 1862",3,NA,NA,Family,accepted,sp. inc,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,NA,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-62,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Euaugaptilus nodifrons,urn:lsid:marinespecies.org:taxname:104406,"(Sars G.O., 1905)",1,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Augaptilidae,Euaugaptilus,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-63,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",10,C5,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-64,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",34,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-65,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",4,C6,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-66,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",177,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-67,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",1,NA,NA,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-68,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Oikopleura (Vexillaria) labradoriensis,urn:lsid:marinespecies.org:taxname:103413,"Lohmann, 1892",29,NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-69,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",3,C6,F,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-70,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",1,C5,M,Species,accepted,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-71,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,"(Verrill, 1873)",223,NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-72,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,"(Alvariño, 1962)",2,NA,NA,Species,unaccepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-73,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Streetsia challengeri,urn:lsid:marinespecies.org:taxname:236592,"Stebbing, 1888",1,NA,NA,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Streetsia,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-74,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",1,NA,NA,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-75,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",7,NA,NA,Species,accepted,NA,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-76,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Acartia longiremis,urn:lsid:marinespecies.org:taxname:104257,"(Lilljeborg, 1853)",3,C5,NA,Species,alternate representation,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-77,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Alacia minor,urn:lsid:marinespecies.org:taxname:172451,"(McHardy, R.A., 1964)",2,NA,NA,Species,accepted,NA,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Alacia,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-78,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Atlanta,urn:lsid:marinespecies.org:taxname:137687,"Lesueur, 1817",2,NA,NA,Genus,accepted,sp. inc,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-79,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",6,C1,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-80,NA,NA,NA,NA
IYS:GoA2019_Stn2:bongo:Net1,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",2,C2,NA,Genus,accepted,sp. inc,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,IYS:GoA2019_Stn2:bongo:Net1:zoop_occ-81,NA,NA,NA,NA
